x,t,u
-0.6799999999999999,0.526,0.33172468015510553
-0.6599999999999999,0.526,0.3509105816686061
-0.64,0.526,0.36975260902203616
-0.62,0.526,0.3882080633702414
-0.6,0.526,0.4062285287901804
-0.5800000000000001,0.526,0.42375891124186066
-0.56,0.526,0.44073632626142767
-0.54,0.526,0.45708881773285365
-0.52,0.526,0.4727338914709632
-0.5,0.526,0.48757685081932584
-0.48,0.526,0.5015089280279649
-0.45999999999999996,0.526,0.5144052161732381
-0.43999999999999995,0.526,0.5261224235618972
-0.42000000000000004,0.526,0.5364964981077682
-0.4,0.526,0.5453402056838621
-0.38,0.526,0.5524407968147301
-0.36,0.526,0.5575579631003896
-0.33999999999999997,0.526,0.5604223705407406
-0.31999999999999995,0.526,0.5607351616683071
-0.29999999999999993,0.526,0.5581689386472445
-0.28,0.526,0.5523708656291344
-0.26,0.526,0.5429686417056245
-0.24,0.526,0.5295801641700214
-0.21999999999999997,0.526,0.5118276790474577
-0.19999999999999996,0.526,0.4893570416961013
-0.17999999999999994,0.526,0.46186231802753414
-0.16000000000000003,0.526,0.4291152907460002
-0.14,0.526,0.39099847922757175
-0.12,0.526,0.3475390988198876
-0.09999999999999998,0.526,0.29894015231306986
-0.07999999999999996,0.526,0.2456038664922671
-0.05999999999999994,0.526,0.18814235132097187
-0.040000000000000036,0.526,0.1273710403685367
-0.020000000000000018,0.526,0.06428235815178643
0.0,0.526,-2.771878115129952e-16
0.020000000000000018,0.526,-0.06428235815178698
0.040000000000000036,0.526,-0.12737104036853722
0.06000000000000005,0.526,-0.1881423513209724
0.08000000000000007,0.526,-0.24560386649226756
0.10000000000000009,0.526,-0.2989401523130703
0.1200000000000001,0.526,-0.34753909881988804
0.14000000000000012,0.526,-0.3909984792275722
0.15999999999999992,0.526,-0.42911529074600063
0.17999999999999994,0.526,-0.4618623180275345
0.19999999999999996,0.526,-0.48935704169610156
0.21999999999999997,0.526,-0.511827679047458
0.24,0.526,-0.5295801641700216
0.26,0.526,-0.5429686417056248
0.28,0.526,-0.5523708656291347
0.30000000000000004,0.526,-0.5581689386472449
0.32000000000000006,0.526,-0.5607351616683074
0.3400000000000001,0.526,-0.5604223705407411
0.3600000000000001,0.526,-0.5575579631003899
0.3800000000000001,0.526,-0.5524407968147304
0.40000000000000013,0.526,-0.5453402056838622
0.41999999999999993,0.526,-0.5364964981077683
0.43999999999999995,0.526,-0.5261224235618972
0.45999999999999996,0.526,-0.5144052161732381
0.48,0.526,-0.501508928027965
0.5,0.526,-0.48757685081932595
0.52,0.526,-0.4727338914709633
0.54,0.526,-0.45708881773285365
0.56,0.526,-0.44073632626142767
0.5800000000000001,0.526,-0.42375891124186066
0.6000000000000001,0.526,-0.4062285287901804
0.6200000000000001,0.526,-0.38820806337024133
0.6400000000000001,0.526,-0.3697526090220361
0.6600000000000001,0.526,-0.35091058166860606
0.6799999999999999,0.526,-0.3317246801551054
0.7,0.526,-0.3122327137086239
0.72,0.526,-0.2924683127128973
0.74,0.526,-0.27246153843027876
0.76,0.526,-0.2522394058192259
0.78,0.526,-0.23182633204944605
0.8,0.526,-0.21124452180938508
0.8200000000000001,0.526,-0.19051429909131687
0.8400000000000001,0.526,-0.16965439385938577
0.8600000000000001,0.526,-0.14868219086875106
0.8800000000000001,0.526,-0.1276139469111284
0.9000000000000001,0.526,-0.1064649819082775
0.9199999999999999,0.526,-0.08524984855141264
0.94,0.526,-0.06398248458060402
0.96,0.526,-0.042676351303295446
0.98,0.526,-0.02134456155507336
1.0,0.526,0.0
-1.0,0.527,0.0
-0.98,0.527,0.02131862688785055
-0.96,0.527,0.04262450829455751
-0.94,0.527,0.06390478591099667
-0.92,0.527,0.08514637331403759
-0.9,0.527,0.10633583569264173
-0.88,0.527,0.12745926191081813
-0.86,0.527,0.14850212600938506
-0.84,0.527,0.1694491349428427
-0.8200000000000001,0.527,0.19028405895194522
-0.8,0.527,0.21098954047803148
-0.78,0.527,0.23154687692186235
-0.76,0.527,0.25193577182700255
-0.74,0.527,0.2721340482152462
-0.72,0.527,0.2921173168104067
-0.7,0.527,0.31185859075187455
-0.6799999999999999,0.527,0.33132783712251607
-0.6599999999999999,0.527,0.35049145421014793
-0.64,0.527,0.36931166191972464
-0.62,0.527,0.387745791214198
-0.6,0.527,0.40574545698673453
-0.5800000000000001,0.527,0.4232555975163181
-0.56,0.527,0.44021336287795154
-0.54,0.527,0.4565468347301727
-0.52,0.527,0.4721735613081101
-0.5,0.527,0.4869988949426668
-0.48,0.527,0.5009141260106613
-0.45999999999999996,0.527,0.5137944182399896
-0.43999999999999995,0.527,0.5254965674904684
-0.42000000000000004,0.527,0.5358566316831507
-0.4,0.527,0.5446875160499808
-0.38,0.527,0.5517766481872824
-0.36,0.527,0.5568839443182682
-0.33999999999999997,0.527,0.5597403537634336
-0.31999999999999995,0.527,0.5600473730648854
-0.29999999999999993,0.527,0.5574780410329095
-0.28,0.527,0.5516800515328634
-0.26,0.527,0.542281733148898
-0.24,0.527,0.5289017124097817
-0.21999999999999997,0.527,0.5111630537304265
-0.19999999999999996,0.527,0.4887124945761982
-0.17999999999999994,0.527,0.4612450022698784
-0.16000000000000003,0.527,0.42853321398888217
-0.14,0.527,0.39046036853067984
-0.12,0.527,0.34705416010568857
-0.09999999999999998,0.527,0.29851771726844667
-0.07999999999999996,0.527,0.24525293636009315
-0.05999999999999994,0.527,0.1878710678504422
-0.040000000000000036,0.527,0.12718613534999573
-0.020000000000000018,0.527,0.06418864857884903
0.0,0.527,-2.780795059919152e-16
0.020000000000000018,0.527,-0.06418864857884958
0.040000000000000036,0.527,-0.1271861353499963
0.06000000000000005,0.527,-0.1878710678504427
0.08000000000000007,0.527,-0.24525293636009363
0.10000000000000009,0.527,-0.2985177172684471
0.1200000000000001,0.527,-0.347054160105689
0.14000000000000012,0.527,-0.3904603685306803
0.15999999999999992,0.527,-0.4285332139888826
0.17999999999999994,0.527,-0.4612450022698788
0.19999999999999996,0.527,-0.4887124945761984
0.21999999999999997,0.527,-0.5111630537304267
0.24,0.527,-0.5289017124097819
0.26,0.527,-0.5422817331488983
0.28,0.527,-0.5516800515328638
0.30000000000000004,0.527,-0.55747804103291
0.32000000000000006,0.527,-0.5600473730648857
0.3400000000000001,0.527,-0.5597403537634339
0.3600000000000001,0.527,-0.5568839443182684
0.3800000000000001,0.527,-0.5517766481872827
0.40000000000000013,0.527,-0.5446875160499809
0.41999999999999993,0.527,-0.5358566316831506
0.43999999999999995,0.527,-0.5254965674904684
0.45999999999999996,0.527,-0.5137944182399896
0.48,0.527,-0.5009141260106613
0.5,0.527,-0.4869988949426669
0.52,0.527,-0.47217356130811017
0.54,0.527,-0.45654683473017277
0.56,0.527,-0.44021336287795154
0.5800000000000001,0.527,-0.4232555975163181
0.6000000000000001,0.527,-0.40574545698673453
0.6200000000000001,0.527,-0.3877457912141979
0.6400000000000001,0.527,-0.36931166191972464
0.6600000000000001,0.527,-0.3504914542101479
0.6799999999999999,0.527,-0.33132783712251596
0.7,0.527,-0.3118585907518745
0.72,0.527,-0.29211731681040665
0.74,0.527,-0.27213404821524617
0.76,0.527,-0.2519357718270025
0.78,0.527,-0.23154687692186232
0.8,0.527,-0.21098954047803142
0.8200000000000001,0.527,-0.19028405895194517
0.8400000000000001,0.527,-0.16944913494284264
0.8600000000000001,0.527,-0.148502126009385
0.8800000000000001,0.527,-0.12745926191081808
